Date,HomeTeam,HomeValue,AwayTeam,AwayValue,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,VCH,VCD,VCA,WHH,WHD,WHA,HTR,FTR
2012-12-16,Real Madrid,593500000,Espanol,58900000,1.1,10.0,17.0,1.1,9.0,20.0,1.12,8.0,16.0,1.12,11.0,21.0,1.1,10.0,17.0,D,D
2012-12-16,Valencia,171200000,Vallecano,41700000,1.44,4.33,7.0,1.42,4.33,7.5,1.45,4.0,7.0,1.45,4.6,7.5,1.44,4.5,7.0,D,A
2012-12-16,Zaragoza,50050000,Levante,45350000,2.0,3.4,3.75,1.95,3.3,3.9,2.0,3.4,3.5,2.05,3.4,3.9,2.05,3.25,3.75,A,A
2012-12-17,Celta,36950000,Betis,51400000,2.05,3.4,3.5,2.0,3.4,3.6,2.1,3.3,3.3,2.0,3.4,3.9,2.05,3.4,3.5,D,A
2012-12-17,La Coruna,59300000,Valladolid,23850000,2.2,3.3,3.25,2.3,3.2,3.1,2.3,3.3,2.9,2.38,3.4,3.12,2.3,3.3,3.1,D,D
2012-12-20,Espanol,58900000,La Coruna,59300000,1.8,3.6,4.33,1.83,3.4,4.4,1.9,3.45,3.8,1.85,3.7,4.5,1.83,3.6,4.2,H,H
2012-12-20,Sociedad,69000000,Sevilla,134100000,2.38,3.4,2.88,2.4,3.3,2.9,2.4,3.3,2.75,2.4,3.4,3.1,2.38,3.4,2.9,H,H
2012-12-20,Vallecano,41700000,Levante,45350000,2.25,3.25,3.25,2.3,3.25,3.1,2.2,3.3,3.1,2.4,3.3,3.2,2.25,3.4,3.1,D,H
2012-12-21,Ath Madrid,177500000,Celta,36950000,1.29,5.5,10.0,1.28,5.75,9.0,1.27,5.2,10.0,1.33,5.5,10.5,1.29,5.0,11.0,D,H
2012-12-21,Valencia,171200000,Getafe,70700000,1.67,3.75,5.0,1.65,3.7,5.25,1.67,3.55,5.0,1.73,3.75,5.25,1.67,3.75,5.0,H,H
2012-12-22,Ath Bilbao,117600000,Zaragoza,50050000,1.83,3.5,4.2,1.83,3.5,4.33,1.8,3.5,4.2,1.87,3.6,4.5,1.83,3.5,4.33,A,A
2012-12-22,Betis,51400000,Mallorca,59850000,1.7,3.6,5.0,1.7,3.6,5.0,1.73,3.5,4.6,1.75,3.7,5.0,1.8,3.5,4.5,D,A
2012-12-22,Malaga,111300000,Real Madrid,593500000,5.5,4.1,1.57,5.5,4.2,1.55,5.4,3.7,1.6,6.0,4.1,1.6,5.5,3.75,1.62,D,H
2012-12-22,Osasuna,46400000,Granada,77700000,1.95,3.3,4.0,1.9,3.3,4.25,1.9,3.45,3.8,2.0,3.4,4.0,2.0,3.2,4.0,D,A
2012-12-22,Valladolid,23850000,Barcelona,621000000,13.0,6.0,1.22,14.0,6.25,1.2,10.0,5.2,1.27,13.0,6.5,1.25,12.0,5.5,1.25,A,A
2013-04-01,Zaragoza,50050000,Betis,51400000,2.2,3.4,3.2,2.25,3.25,3.2,2.2,3.2,3.2,2.25,3.5,3.3,2.25,3.2,3.3,A,A
2013-05-01,Granada,77700000,Valencia,171200000,3.25,3.2,2.25,3.2,3.25,2.25,3.1,3.2,2.25,3.25,3.4,2.38,3.25,3.0,2.38,D,A
2013-05-01,La Coruna,59300000,Malaga,111300000,3.0,3.4,2.3,3.0,3.25,2.35,3.3,3.3,2.1,3.12,3.4,2.4,3.1,3.1,2.4,D,H
2013-05-01,Levante,45350000,Ath Bilbao,117600000,2.25,3.3,3.2,2.25,3.25,3.2,2.2,3.3,3.1,2.38,3.4,3.2,2.3,3.3,3.1,H,H
2013-05-01,Sevilla,134100000,Osasuna,46400000,1.53,4.1,6.0,1.55,4.0,6.0,1.65,3.6,5.1,1.62,4.2,6.0,1.57,3.75,6.0,D,H
2013-06-01,Barcelona,621000000,Espanol,58900000,1.1,10.0,21.0,1.09,9.75,23.0,1.1,8.0,20.0,1.11,12.0,26.0,1.11,9.0,21.0,H,H
2013-06-01,Celta,36950000,Valladolid,23850000,1.95,3.3,4.0,1.91,3.4,4.0,2.0,3.3,3.6,2.0,3.3,4.5,2.0,3.4,3.8,H,H
2013-06-01,Mallorca,59850000,Ath Madrid,177500000,3.4,3.4,2.1,3.25,3.4,2.15,3.4,3.2,2.1,3.6,3.5,2.2,3.3,3.3,2.2,D,D
2013-06-01,Real Madrid,593500000,Sociedad,69000000,1.18,7.0,13.0,1.16,7.5,14.5,1.2,5.8,13.0,1.2,8.0,15.0,1.2,6.5,12.0,D,H
2013-07-01,Vallecano,41700000,Getafe,70700000,2.2,3.3,3.3,2.25,3.2,3.25,2.4,3.3,2.75,2.3,3.5,3.3,2.3,3.1,3.3,H,H
2013-11-01,Ath Bilbao,117600000,Vallecano,41700000,1.91,3.5,4.0,1.91,3.7,3.7,1.85,3.5,3.9,1952,3.75,4.0,1.95,3.6,3.75,D,A
2013-12-01,Espanol,58900000,Celta,36950000,2.25,3.2,3.3,2.15,3.25,3.4,2.0,3.3,3.6,2.3,3.3,3.4,2.3,3.1,3.3,H,H
2013-12-01,Osasuna,46400000,Real Madrid,593500000,7.0,4.33,1.44,6.5,4.25,1.48,6.8,4.6,1.4,7.0,4.4,1.5330000000000001,6.0,4.0,1.53,D,D
2013-12-01,Valencia,171200000,Sevilla,134100000,2.1,3.4,3.4,2.0,3.5,3.6,1.9,3.45,3.8,2.1,3.6,3.7,2.1,3.3,3.5,D,H
2013-12-01,Valladolid,23850000,Mallorca,59850000,2.0,3.4,3.75,2.0,3.25,3.9,1.95,3.35,3.7,2.05,3.4,3.9,2.1,3.2,3.6,D,H
2013-01-13,Ath Madrid,177500000,Zaragoza,50050000,1.29,5.5,10.0,1.3,5.0,10.5,1.3,5.0,9.0,1.3,5.5,12.0,1.36,4.5,9.0,H,H
2013-01-13,Betis,51400000,Levante,45350000,1.91,3.5,4.0,1.91,3.4,4.0,2.0,3.3,3.6,1925,3.6,4.3,2.0,3.3,3.8,H,H
2013-01-13,Malaga,111300000,Barcelona,621000000,7.0,4.75,1.4,7.5,4.33,1.42,6.8,4.6,1.4,7.5,4.75,1.45,7.5,4.2,1.44,A,A
2013-01-13,Sociedad,69000000,La Coruna,59300000,1.75,3.5,4.75,1.75,3.7,4.5,1.7,3.7,4.5,1.85,3.7,4.6,1.85,3.3,4.5,D,D
2013-01-14,Getafe,70700000,Granada,77700000,1.83,3.5,4.33,1.83,3.5,4.33,1.75,3.5,4.5,1909,3.5,4.5,1.95,3.2,4.2,H,D
2013-01-18,Espanol,58900000,Mallorca,59850000,2.0,3.4,3.75,1.95,3.25,4.1,1.95,3.35,3.7,2.0,3.4,4.2,1.91,3.4,4.0,A,H
2013-01-19,Getafe,70700000,Sevilla,134100000,2.7,3.25,2.6,2.7,3.25,2.6,2.5,3.3,2.65,2.8,3.3,2.62,2.7,3.1,2.7,D,D
2013-01-19,Granada,77700000,Vallecano,41700000,2.15,3.3,3.4,2.25,3.2,3.25,2.3,3.3,2.9,2.25,3.4,3.4,2.25,3.1,3.4,H,H
2013-01-19,Malaga,111300000,Celta,36950000,1.62,3.75,5.5,1.6,3.8,5.75,1.53,3.85,6.0,1.65,4.0,5.75,1.67,3.5,5.5,H,D
2013-01-19,Sociedad,69000000,Barcelona,621000000,10.0,5.5,1.29,9.5,6.25,1.25,10.0,5.2,1.27,11.5,5.75,1.3,11.0,5.0,1.3,A,H
2013-01-20,Ath Madrid,177500000,Levante,45350000,1.3,5.5,9.0,1.3,5.0,10.5,1.35,4.8,7.6,1.3,5.75,12.0,1.33,4.5,11.0,H,H
2013-01-20,Osasuna,46400000,La Coruna,59300000,2.0,3.4,3.75,1.95,3.3,4.0,2.1,3.3,3.3,2.05,3.4,4.0,2.1,3.2,3.6,H,H
2013-01-20,Valencia,171200000,Real Madrid,593500000,4.5,3.75,1.75,4.1,3.8,1.8,4.7,3.6,1.7,4.5,3.9,1.83,4.33,3.5,1.83,A,A
2013-01-20,Valladolid,23850000,Zaragoza,50050000,2.0,3.4,3.75,1.95,3.5,3.8,2.0,3.3,3.6,2.05,3.4,4.0,2.1,3.2,3.6,H,H
2013-01-21,Betis,51400000,Ath Bilbao,117600000,1.91,3.5,4.0,1.91,3.5,3.9,1.85,3.45,4.0,1.92,3.75,4.2,1.95,3.3,4.0,D,D
2013-01-26,Celta,36950000,Sociedad,69000000,2.2,3.4,3.2,2.15,3.4,3.25,2.1,3.3,3.3,2.25,3.5,3.3,2.25,3.2,3.3,H,D
2013-01-26,La Coruna,59300000,Valencia,171200000,2.88,3.2,2.5,2.85,3.4,2.4,2.9,3.3,2.3,3.0,3.4,2.45,3.0,3.0,2.5,H,A
2013-01-26,Levante,45350000,Valladolid,23850000,2.0,3.4,3.75,1.95,3.3,4.0,1.95,3.35,3.7,1.95,3.5,4.2,2.0,3.3,3.8,D,H
2013-01-26,Zaragoza,50050000,Espanol,58900000,2.05,3.4,3.5,2.05,3.3,3.6,2.1,3.3,3.3,2.2,3.3,3.7,2.2,3.2,3.4,D,D
2013-01-27,Ath Bilbao,117600000,Ath Madrid,177500000,3.0,3.25,2.38,2.95,3.25,2.4,3.0,3.3,2.25,3.1,3.4,2.45,3.0,3.0,2.5,D,H
2013-01-27,Barcelona,621000000,Osasuna,46400000,1.07,11.0,29.0,1.09,9.75,23.0,1.1,8.0,20.0,1.09,13.0,29.0,1.1,9.0,21.0,H,H
2013-01-27,Mallorca,59850000,Malaga,111300000,3.0,3.2,2.4,3.0,3.2,2.4,2.7,3.3,2.45,3.0,3.3,2.5,3.0,3.0,2.5,A,A
2013-01-27,Real Madrid,593500000,Getafe,70700000,1.14,7.5,17.0,1.19,6.75,13.0,1.17,6.5,14.0,1.17,9.0,17.0,1.17,7.0,15.0,D,H
2013-01-27,Vallecano,41700000,Betis,51400000,2.25,3.3,3.2,2.25,3.25,3.2,2.3,3.3,2.9,2.3,3.5,3.3,2.3,3.2,3.2,H,H
2013-01-28,Sevilla,134100000,Granada,77700000,1.4,4.4,8.0,1.42,4.25,8.0,1.5,4.0,6.1,1.45,4.8,8.0,1.44,4.0,8.0,H,H
2013-01-02,Valladolid,23850000,Ath Bilbao,117600000,2.5,3.25,2.8,2.35,3.25,3.0,2.2,3.3,3.1,2.5,3.5,2.9,2.35,3.25,3.0,H,D
2013-02-02,Espanol,58900000,Levante,45350000,2.1,3.2,3.6,2.0,3.3,3.8,2.05,3.3,3.5,2.1,3.4,3.9,2.05,3.4,3.5,H,H
2013-02-02,Getafe,70700000,La Coruna,59300000,2.05,3.25,3.75,1.95,3.3,4.0,1.9,3.45,3.8,2.05,3.5,3.9,1.95,3.4,4.0,D,H
2013-02-02,Granada,77700000,Real Madrid,593500000,9.0,5.0,1.33,9.25,5.25,1.3,8.3,4.8,1.33,9.5,5.4,1.33,9.0,5.0,1.33,H,H
2013-02-02,Osasuna,46400000,Celta,36950000,2.0,3.3,3.75,2.1,3.25,3.6,2.0,3.3,3.6,2.15,3.3,3.75,2.1,3.2,3.6,D,H
2013-03-02,Ath Madrid,177500000,Betis,51400000,1.44,4.33,7.0,1.4,4.5,7.75,1.37,4.6,7.5,1.45,4.6,8.0,1.4,4.5,7.5,D,H
2013-03-02,Malaga,111300000,Zaragoza,50050000,1.53,4.0,6.0,1.53,4.0,6.25,1.55,3.9,5.6,1.55,4.2,7.0,1.53,4.0,6.0,D,D
2013-03-02,Sevilla,134100000,Vallecano,41700000,1.5,4.33,6.0,1.5,4.2,6.25,1.55,3.9,5.6,1.5,4.4,6.5,1.5,4.33,6.5,H,H
2013-03-02,Sociedad,69000000,Mallorca,59850000,1.7,3.75,4.75,1.72,3.5,5.0,1.77,3.5,4.35,1.73,3.9,5.4,1.75,3.5,4.75,D,H
2013-03-02,Valencia,171200000,Barcelona,621000000,7.0,4.33,1.44,6.75,4.4,1.45,7.0,4.0,1.45,7.0,4.75,1.45,7.0,4.33,1.44,D,D
2013-09-02,Celta,36950000,Valencia,171200000,2.63,3.3,2.63,2.65,3.3,2.6,2.65,3.2,2.55,2.88,3.4,2.62,2.8,3.1,2.62,D,A
2013-09-02,La Coruna,59300000,Granada,77700000,2.0,3.3,3.8,2.05,3.3,3.6,2.15,3.2,3.3,2.05,3.5,3.9,2.1,3.2,3.6,A,A
2013-09-02,Levante,45350000,Malaga,111300000,2.5,3.25,2.8,2.55,3.25,2.75,2.55,3.2,2.65,2.62,3.4,2.88,2.62,3.1,2.8,D,A
2013-09-02,Mallorca,59850000,Osasuna,46400000,2.1,3.3,3.5,2.1,3.2,3.6,2.2,3.3,3.1,2.2,3.3,3.7,2.2,3.3,3.3,D,D
2013-09-02,Real Madrid,593500000,Sevilla,134100000,1.36,5.0,7.5,1.35,5.0,8.0,1.35,4.8,7.6,1.4,5.25,8.5,1.4,4.5,8.0,H,H
2013-10-02,Ath Bilbao,117600000,Espanol,58900000,1.73,3.6,4.75,1.72,3.6,4.75,1.75,3.5,4.5,1.75,3.9,5.0,1.8,3.25,5.0,A,A
2013-10-02,Barcelona,621000000,Getafe,70700000,1.09,10.0,21.0,1.09,9.75,23.0,1.1,8.0,20.0,1.11,12.0,26.0,1.12,8.0,21.0,H,H
2013-10-02,Vallecano,41700000,Ath Madrid,177500000,3.5,3.3,2.1,3.6,3.3,2.05,3.6,3.3,2.0,3.6,3.5,2.15,3.3,3.2,2.2,H,H
2013-10-02,Zaragoza,50050000,Sociedad,69000000,2.4,3.3,2.88,2.4,3.25,2.95,2.35,3.3,2.85,2.55,3.4,2.9,2.5,3.2,2.8,A,A
2013-11-02,Betis,51400000,Valladolid,23850000,1.83,3.5,4.33,1.87,3.4,4.25,1.9,3.45,3.8,1.91,3.6,4.5,1.91,3.2,4.33,D,D
2013-02-15,Sevilla,134100000,La Coruna,59300000,1.36,4.75,8.0,1.4,4.5,7.75,1.45,4.0,7.0,1.36,5.0,9.5,1.36,4.8,8.5,H,H
2013-02-16,Getafe,70700000,Celta,36950000,2.1,3.3,3.5,2.1,3.2,3.6,2.0,3.3,3.6,2.25,3.3,3.6,2.2,3.3,3.3,H,H
2013-02-16,Granada,77700000,Barcelona,621000000,10.0,6.0,1.25,11.5,6.25,1.22,9.0,5.0,1.3,12.0,6.25,1.29,12.0,5.0,1.29,H,A
2013-02-16,Malaga,111300000,Ath Bilbao,117600000,1.8,3.75,4.2,1.87,3.5,4.1,1.8,3.5,4.2,1.91,3.75,4.3,1.91,3.5,4.0,H,H
2013-02-16,Osasuna,46400000,Zaragoza,50050000,1.91,3.3,4.2,1.91,3.3,4.2,1.9,3.45,3.8,2.0,3.4,4.33,2.0,3.2,4.0,H,H
2013-02-17,Espanol,58900000,Betis,51400000,2.0,3.3,3.8,2.05,3.5,3.4,2.1,3.3,3.3,2.1,3.4,3.9,2.1,3.2,3.6,H,H
2013-02-17,Real Madrid,593500000,Vallecano,41700000,1.18,7.5,12.0,1.16,7.75,13.5,1.15,7.0,15.0,1.22,8.0,13.0,1.22,5.5,15.0,H,H
2013-02-17,Sociedad,69000000,Levante,45350000,1.67,3.8,5.0,1.67,3.6,5.25,1.8,3.5,4.2,1.7,3.9,5.5,1.7,3.4,5.5,D,D
2013-02-17,Valencia,171200000,Mallorca,59850000,1.4,4.75,7.5,1.4,4.5,7.75,1.4,4.4,7.3,1.4,4.8,8.0,1.4,4.5,8.0,D,H
2013-02-17,Valladolid,23850000,Ath Madrid,177500000,3.75,3.4,2.0,3.6,3.3,2.05,3.3,3.3,2.1,3.9,3.4,2.1,3.4,3.4,2.1,A,A
2013-02-22,Ath Bilbao,117600000,Sociedad,69000000,2.25,3.4,3.1,2.3,3.4,2.95,2.2,3.3,3.1,2.38,3.4,3.2,2.15,3.4,3.25,D,A
2013-02-23,Barcelona,621000000,Sevilla,134100000,1.18,7.0,13.0,1.19,6.75,13.0,1.22,6.0,10.5,1.2,8.0,15.0,1.2,6.0,15.0,A,H
2013-02-23,La Coruna,59300000,Real Madrid,593500000,8.5,5.0,1.33,8.25,5.0,1.34,8.0,5.0,1.33,8.5,5.25,1.4,9.0,4.5,1.36,H,A
2013-02-23,Mallorca,59850000,Getafe,70700000,2.2,3.2,3.4,2.15,3.4,3.3,2.2,3.3,3.1,2.25,3.4,3.5,2.25,3.2,3.2,H,A
2013-02-23,Zaragoza,50050000,Valencia,171200000,3.2,3.2,2.3,3.0,3.2,2.4,3.1,3.3,2.2,3.3,3.3,2.38,3.1,3.1,2.4,H,D
2013-02-24,Ath Madrid,177500000,Espanol,58900000,1.36,4.75,8.0,1.35,4.75,9.0,1.4,4.4,7.3,1.4,4.8,9.5,1.4,4.2,9.0,H,H
2013-02-24,Betis,51400000,Malaga,111300000,2.5,3.25,2.8,2.45,3.25,2.85,2.5,3.3,2.65,2.6,3.3,2.9,2.6,3.1,2.8,H,H
2013-02-24,Celta,36950000,Granada,77700000,1.83,3.4,4.5,1.8,3.4,4.6,2.0,3.3,3.6,1.91,3.4,4.8,1.91,3.2,4.33,D,H
2013-02-24,Vallecano,41700000,Valladolid,23850000,1.75,3.5,4.75,1.78,3.5,4.6,1.85,3.45,4.0,1.8,3.7,4.8,1.8,3.2,5.0,D,A
2013-02-25,Levante,45350000,Osasuna,46400000,1.91,3.4,4.0,1.87,3.4,4.25,1.9,3.45,3.8,2.0,3.4,4.2,2.05,3.1,4.0,D,A
2013-01-03,Getafe,70700000,Zaragoza,50050000,1.91,3.4,4.0,1.87,3.5,4.1,1.9,3.45,3.8,1.91,3.6,4.5,1.91,3.4,4.0,H,H
2013-02-03,La Coruna,59300000,Vallecano,41700000,2.3,3.3,3.1,2.35,3.2,3.1,2.4,3.3,2.75,2.38,3.5,3.12,2.4,3.1,3.1,D,D
2013-02-03,Osasuna,46400000,Ath Bilbao,117600000,2.3,3.25,3.1,2.35,3.25,3.0,2.3,3.2,3.0,2.38,3.3,3.3,2.4,3.1,3.1,D,A
2013-02-03,Real Madrid,593500000,Barcelona,621000000,2.88,3.6,2.3,2.65,3.7,2.4,2.5,3.4,2.6,3.0,3.7,2.4,3.0,3.2,2.4,D,H
2013-02-03,Valencia,171200000,Levante,45350000,1.5,4.2,6.5,1.53,4.2,5.75,1.5,4.0,6.1,1.57,4.3,6.5,1.57,3.8,6.0,H,D
2013-03-03,Espanol,58900000,Valladolid,23850000,1.83,3.4,4.5,1.78,3.5,4.6,1.85,3.45,4.0,1.85,3.6,4.8,1.85,3.3,4.5,D,D
2013-03-03,Granada,77700000,Mallorca,59850000,2.05,3.25,3.75,1.95,3.3,4.0,1.9,3.45,3.8,2.05,3.5,4.0,2.05,3.2,3.8,D,A
2013-03-03,Malaga,111300000,Ath Madrid,177500000,2.8,3.3,2.5,2.65,3.4,2.55,2.7,3.2,2.5,2.9,3.3,2.62,2.8,3.1,2.62,D,D
2013-03-03,Sociedad,69000000,Betis,51400000,1.75,3.6,4.75,1.78,3.6,4.4,1.8,3.5,4.2,1.85,3.6,4.8,1.85,3.3,4.5,A,D
2013-04-03,Sevilla,134100000,Celta,36950000,1.44,4.2,7.5,1.45,4.2,7.25,1.5,4.0,6.1,1.5,4.4,7.5,1.5,4.0,7.0,H,H
2013-08-03,Betis,51400000,Osasuna,46400000,1.91,3.4,4.0,1.83,3.5,4.33,1.9,3.45,3.8,1.91,3.5,4.5,1.85,3.4,4.33,H,H
2013-09-03,Barcelona,621000000,La Coruna,59300000,1.11,9.0,19.0,1.12,8.75,18.0,1.12,8.0,16.0,1.14,9.5,21.0,1.14,7.0,21.0,H,H
2013-09-03,Mallorca,59850000,Sevilla,134100000,3.1,3.3,2.3,3.3,3.4,2.15,3.1,3.3,2.2,3.25,3.4,2.3,3.1,3.1,2.4,H,H
2013-09-03,Valladolid,23850000,Malaga,111300000,2.38,3.25,3.0,2.45,3.1,3.0,2.45,3.3,2.7,2.3,3.3,3.3,2.4,3.1,3.1,D,D
2013-09-03,Vallecano,41700000,Espanol,58900000,1.91,3.4,4.0,1.91,3.4,4.0,2.0,3.3,3.6,1.92,3.6,4.2,1.95,3.3,4.0,H,H
2013-10-03,Ath Bilbao,117600000,Valencia,171200000,2.5,3.4,2.7,2.65,3.4,2.55,2.65,3.3,2.5,2.6,3.6,2.75,2.62,3.1,2.8,D,H
2013-10-03,Ath Madrid,177500000,Sociedad,69000000,1.5,4.33,6.0,1.53,4.2,5.75,1.45,4.0,7.0,1.53,4.33,7.0,1.57,3.5,7.0,D,A
2013-10-03,Celta,36950000,Real Madrid,593500000,6.5,4.5,1.45,7.25,4.75,1.4,7.3,4.4,1.4,8.0,4.8,1.44,8.0,4.0,1.44,D,A
2013-10-03,Levante,45350000,Getafe,70700000,2.1,3.4,3.5,2.1,3.25,3.6,2.1,3.3,3.3,2.2,3.4,3.5,2.25,3.1,3.4,D,D
2013-11-03,Zaragoza,50050000,Granada,77700000,2.1,3.25,3.6,2.05,3.3,3.6,2.05,3.3,3.5,2.1,3.4,3.9,2.15,3.2,3.5,D,D
2013-03-15,La Coruna,59300000,Celta,36950000,2.25,3.4,3.1,2.3,3.25,3.1,2.15,3.3,3.2,2.3,3.4,3.3,2.3,3.3,3.1,H,H
2013-03-16,Getafe,70700000,Ath Bilbao,117600000,2.3,3.4,3.0,2.3,3.25,3.1,2.2,3.3,3.1,2.4,3.5,3.0,2.4,3.1,3.1,H,H
2013-03-16,Real Madrid,593500000,Mallorca,59850000,1.13,9.0,17.0,1.13,7.75,18.5,1.12,8.0,16.0,1.14,10.0,20.0,1.14,7.0,21.0,A,H
2013-03-16,Sociedad,69000000,Valladolid,23850000,1.62,3.8,5.5,1.62,3.7,5.75,1.65,3.6,5.1,1.67,4.0,5.75,1.67,3.4,6.0,H,H
2013-03-16,Valencia,171200000,Betis,51400000,1.62,3.8,5.5,1.6,3.8,5.75,1.6,3.7,5.4,1.67,4.1,5.4,1.67,3.4,6.0,H,H
2013-03-17,Barcelona,621000000,Vallecano,41700000,1.11,9.0,21.0,1.14,8.25,15.5,1.12,8.0,16.0,1.13,10.0,22.0,1.14,7.0,21.0,H,H
2013-03-17,Granada,77700000,Levante,45350000,1.91,3.3,4.2,1.95,3.5,3.8,2.1,3.3,3.3,1.95,3.5,4.3,2.0,3.1,4.2,H,D
2013-03-17,Malaga,111300000,Espanol,58900000,1.91,3.3,4.2,1.91,3.3,4.2,1.75,3.5,4.5,2.0,3.5,4.2,2.0,3.1,4.2,D,A
2013-03-17,Osasuna,46400000,Ath Madrid,177500000,3.4,3.3,2.15,3.6,3.5,2.0,3.25,3.25,2.15,3.7,3.3,2.2,3.5,3.1,2.2,A,A
2013-03-17,Sevilla,134100000,Zaragoza,50050000,1.4,4.5,8.0,1.4,4.5,7.75,1.45,4.0,7.0,1.4,5.0,9.0,1.44,4.0,8.0,H,H
2013-03-30,Celta,36950000,Barcelona,621000000,8.0,5.0,1.36,8.25,4.33,1.4,7.3,4.4,1.4,7.0,5.0,1.44,8.0,4.5,1.4,D,D
2013-03-30,Levante,45350000,Sevilla,134100000,3.4,3.2,2.2,3.4,3.25,2.15,2.9,3.3,2.3,3.6,3.4,2.2,3.4,3.25,2.15,H,H
2013-03-30,Vallecano,41700000,Malaga,111300000,1.85,3.4,4.33,1.91,3.2,4.4,1.9,3.45,3.8,1.9,3.6,4.5,1.91,3.4,4.0,D,A
2013-03-30,Zaragoza,50050000,Real Madrid,593500000,7.5,4.75,1.4,7.75,4.5,1.4,6.4,4.8,1.4,7.0,5.0,1.44,8.0,4.0,1.44,D,D
2013-03-31,Ath Madrid,177500000,Valencia,171200000,1.73,3.6,4.75,1.75,3.5,4.75,1.8,3.5,4.2,1.8,3.75,4.75,1.8,3.5,4.5,D,D
2013-03-31,Espanol,58900000,Sociedad,69000000,2.7,3.3,2.6,2.65,3.1,2.75,2.5,3.3,2.65,2.8,3.3,2.62,2.7,3.1,2.7,H,D
2013-03-31,Mallorca,59850000,La Coruna,59300000,1.91,3.5,4.0,1.87,3.5,4.1,2.0,3.3,3.6,2.0,3.6,4.0,2.0,3.4,3.75,D,A
2013-03-31,Valladolid,23850000,Osasuna,46400000,2.1,3.2,3.6,2.0,3.3,3.8,2.05,3.3,3.5,2.2,3.3,3.6,2.25,3.2,3.25,H,A
2013-01-04,Ath Bilbao,117600000,Granada,77700000,1.73,3.6,4.75,1.75,3.7,4.5,1.75,3.5,4.5,1.75,3.9,4.8,1.75,3.6,4.75,D,H
2013-01-04,Betis,51400000,Getafe,70700000,1.83,3.6,4.2,1.88,3.4,4.2,2.0,3.3,3.6,1.91,3.6,4.4,1.85,3.4,4.33,D,D
2013-05-04,Granada,77700000,Betis,51400000,2.3,3.3,3.1,2.35,3.25,3.0,2.3,3.3,2.9,2.3,3.4,3.25,2.3,3.4,3.0,A,A
2013-06-04,Barcelona,621000000,Mallorca,59850000,1.17,7.0,15.0,1.19,6.75,13.0,1.2,6.0,12.5,1.18,7.5,15.0,1.22,5.5,15.0,H,H
2013-06-04,La Coruna,59300000,Zaragoza,50050000,1.95,3.5,3.75,1.95,3.5,3.75,1.85,3.45,4.0,1.95,3.6,4.0,2.0,3.3,3.8,D,H
2013-06-04,Real Madrid,593500000,Levante,45350000,1.14,8.0,15.0,1.12,8.5,18.0,1.15,7.0,15.0,1.15,8.5,19.0,1.14,7.5,17.0,H,H
2013-06-04,Sociedad,69000000,Malaga,111300000,1.67,3.75,5.0,1.67,3.7,5.0,1.75,3.5,4.5,1.7,3.9,5.5,1.7,3.4,5.5,H,H
2013-07-04,Celta,36950000,Vallecano,41700000,2.0,3.5,3.6,2.0,3.5,3.6,1.85,3.6,3.8,2.05,3.6,3.8,2.1,3.3,3.5,A,A
2013-07-04,Getafe,70700000,Ath Madrid,177500000,3.6,3.5,2.0,3.4,3.5,2.05,3.6,3.3,2.0,3.9,3.5,2.05,3.5,3.3,2.1,D,D
2013-07-04,Osasuna,46400000,Espanol,58900000,2.0,3.3,3.8,1.95,3.3,4.0,2.0,3.3,3.6,2.0,3.3,4.2,2.05,3.1,4.0,D,A
2013-07-04,Valencia,171200000,Valladolid,23850000,1.4,4.33,8.5,1.4,4.25,8.75,1.35,4.8,7.6,1.4,4.8,8.0,1.44,4.0,8.0,H,H
2013-08-04,Sevilla,134100000,Ath Bilbao,117600000,1.57,3.8,6.0,1.57,3.75,6.25,1.6,3.9,5.0,1.62,4.2,5.5,1.62,3.6,6.0,H,H
2013-12-04,Betis,51400000,Sevilla,134100000,2.5,3.4,2.7,2.55,3.3,2.7,2.5,3.3,2.65,2.55,3.4,2.9,2.5,3.4,2.75,A,D
2013-04-13,Espanol,58900000,Valencia,171200000,3.1,3.3,2.3,2.9,3.3,2.4,2.65,3.3,2.5,3.2,3.4,2.38,3.1,3.1,2.4,H,D
2013-04-13,Levante,45350000,La Coruna,59300000,2.2,3.3,3.3,2.25,3.25,3.2,2.0,3.4,3.5,2.25,3.5,3.4,2.25,3.2,3.3,A,A
2013-04-13,Malaga,111300000,Osasuna,46400000,2.0,3.4,3.75,1.95,3.3,4.0,2.0,3.3,3.6,2.0,3.6,4.0,2.05,3.2,3.8,D,H
2013-04-13,Valladolid,23850000,Getafe,70700000,2.3,3.2,3.2,2.25,3.1,3.3,2.4,3.3,2.75,2.3,3.3,3.4,2.4,3.1,3.1,A,H
2013-04-14,Ath Bilbao,117600000,Real Madrid,593500000,7.0,4.5,1.44,6.25,4.6,1.45,5.6,3.9,1.55,6.25,4.6,1.5,6.0,4.0,1.53,A,A
2013-04-14,Ath Madrid,177500000,Granada,77700000,1.36,4.75,8.5,1.34,4.75,9.25,1.35,4.8,7.6,1.33,5.2,11.0,1.36,4.5,9.0,H,H
2013-04-14,Vallecano,41700000,Sociedad,69000000,2.5,3.4,2.7,2.5,3.4,2.7,2.6,3.2,2.6,2.5,3.5,2.9,2.6,3.2,2.75,A,A
