,Date,HomeTeam,HomeValue,AwayTeam,AwayValue,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,VCH,VCD,VCA,WHH,WHD,WHA,HTR,FTR
262,2013-09-03,Mallorca,59850000.0,Sevilla,134100000.0,3.1,3.3,2.3,3.3,3.4,2.15,3.1,3.3,2.2,3.25,3.4,2.3,3.1,3.1,2.4,H,H
263,2013-09-03,Valladolid,23850000.0,Malaga,111300000.0,2.38,3.25,3.0,2.45,3.1,3.0,2.45,3.3,2.7,2.3,3.3,3.3,2.4,3.1,3.1,D,D
264,2013-09-03,Vallecano,41700000.0,Espanol,58900000.0,1.91,3.4,4.0,1.91,3.4,4.0,2.0,3.3,3.6,1.92,3.6,4.2,1.95,3.3,4.0,H,H
265,2013-10-03,Ath Bilbao,117600000.0,Valencia,171200000.0,2.5,3.4,2.7,2.65,3.4,2.55,2.65,3.3,2.5,2.6,3.6,2.75,2.62,3.1,2.8,D,H
266,2013-10-03,Ath Madrid,177500000.0,Sociedad,69000000.0,1.5,4.33,6.0,1.53,4.2,5.75,1.45,4.0,7.0,1.53,4.33,7.0,1.57,3.5,7.0,D,A
267,2013-10-03,Celta,36950000.0,Real Madrid,593500000.0,6.5,4.5,1.45,7.25,4.75,1.4,7.3,4.4,1.4,8.0,4.8,1.44,8.0,4.0,1.44,D,A
268,2013-10-03,Levante,45350000.0,Getafe,70700000.0,2.1,3.4,3.5,2.1,3.25,3.6,2.1,3.3,3.3,2.2,3.4,3.5,2.25,3.1,3.4,D,D
269,2013-11-03,Zaragoza,50050000.0,Granada,77700000.0,2.1,3.25,3.6,2.05,3.3,3.6,2.05,3.3,3.5,2.1,3.4,3.9,2.15,3.2,3.5,D,D
270,2013-03-15,La Coruna,59300000.0,Celta,36950000.0,2.25,3.4,3.1,2.3,3.25,3.1,2.15,3.3,3.2,2.3,3.4,3.3,2.3,3.3,3.1,H,H
271,2013-03-16,Getafe,70700000.0,Ath Bilbao,117600000.0,2.3,3.4,3.0,2.3,3.25,3.1,2.2,3.3,3.1,2.4,3.5,3.0,2.4,3.1,3.1,H,H
272,2013-03-16,Real Madrid,593500000.0,Mallorca,59850000.0,1.13,9.0,17.0,1.13,7.75,18.5,1.12,8.0,16.0,1.14,10.0,20.0,1.14,7.0,21.0,A,H
273,2013-03-16,Sociedad,69000000.0,Valladolid,23850000.0,1.62,3.8,5.5,1.62,3.7,5.75,1.65,3.6,5.1,1.67,4.0,5.75,1.67,3.4,6.0,H,H
274,2013-03-16,Valencia,171200000.0,Betis,51400000.0,1.62,3.8,5.5,1.6,3.8,5.75,1.6,3.7,5.4,1.67,4.1,5.4,1.67,3.4,6.0,H,H
275,2013-03-17,Barcelona,621000000.0,Vallecano,41700000.0,1.11,9.0,21.0,1.14,8.25,15.5,1.12,8.0,16.0,1.13,10.0,22.0,1.14,7.0,21.0,H,H
276,2013-03-17,Granada,77700000.0,Levante,45350000.0,1.91,3.3,4.2,1.95,3.5,3.8,2.1,3.3,3.3,1.95,3.5,4.3,2.0,3.1,4.2,H,D
277,2013-03-17,Malaga,111300000.0,Espanol,58900000.0,1.91,3.3,4.2,1.91,3.3,4.2,1.75,3.5,4.5,2.0,3.5,4.2,2.0,3.1,4.2,D,A
278,2013-03-17,Osasuna,46400000.0,Ath Madrid,177500000.0,3.4,3.3,2.15,3.6,3.5,2.0,3.25,3.25,2.15,3.7,3.3,2.2,3.5,3.1,2.2,A,A
279,2013-03-17,Sevilla,134100000.0,Zaragoza,50050000.0,1.4,4.5,8.0,1.4,4.5,7.75,1.45,4.0,7.0,1.4,5.0,9.0,1.44,4.0,8.0,H,H
280,2013-03-30,Celta,36950000.0,Barcelona,621000000.0,8.0,5.0,1.36,8.25,4.33,1.4,7.3,4.4,1.4,7.0,5.0,1.44,8.0,4.5,1.4,D,D
281,2013-03-30,Levante,45350000.0,Sevilla,134100000.0,3.4,3.2,2.2,3.4,3.25,2.15,2.9,3.3,2.3,3.6,3.4,2.2,3.4,3.25,2.15,H,H
282,2013-03-30,Vallecano,41700000.0,Malaga,111300000.0,1.85,3.4,4.33,1.91,3.2,4.4,1.9,3.45,3.8,1.9,3.6,4.5,1.91,3.4,4.0,D,A
283,2013-03-30,Zaragoza,50050000.0,Real Madrid,593500000.0,7.5,4.75,1.4,7.75,4.5,1.4,6.4,4.8,1.4,7.0,5.0,1.44,8.0,4.0,1.44,D,D
284,2013-03-31,Ath Madrid,177500000.0,Valencia,171200000.0,1.73,3.6,4.75,1.75,3.5,4.75,1.8,3.5,4.2,1.8,3.75,4.75,1.8,3.5,4.5,D,D
285,2013-03-31,Espanol,58900000.0,Sociedad,69000000.0,2.7,3.3,2.6,2.65,3.1,2.75,2.5,3.3,2.65,2.8,3.3,2.62,2.7,3.1,2.7,H,D
286,2013-03-31,Mallorca,59850000.0,La Coruna,59300000.0,1.91,3.5,4.0,1.87,3.5,4.1,2.0,3.3,3.6,2.0,3.6,4.0,2.0,3.4,3.75,D,A
287,2013-03-31,Valladolid,23850000.0,Osasuna,46400000.0,2.1,3.2,3.6,2.0,3.3,3.8,2.05,3.3,3.5,2.2,3.3,3.6,2.25,3.2,3.25,H,A
288,2013-01-04,Ath Bilbao,117600000.0,Granada,77700000.0,1.73,3.6,4.75,1.75,3.7,4.5,1.75,3.5,4.5,1.75,3.9,4.8,1.75,3.6,4.75,D,H
289,2013-01-04,Betis,51400000.0,Getafe,70700000.0,1.83,3.6,4.2,1.88,3.4,4.2,2.0,3.3,3.6,1.91,3.6,4.4,1.85,3.4,4.33,D,D
290,2013-05-04,Granada,77700000.0,Betis,51400000.0,2.3,3.3,3.1,2.35,3.25,3.0,2.3,3.3,2.9,2.3,3.4,3.25,2.3,3.4,3.0,A,A
291,2013-06-04,Barcelona,621000000.0,Mallorca,59850000.0,1.17,7.0,15.0,1.19,6.75,13.0,1.2,6.0,12.5,1.18,7.5,15.0,1.22,5.5,15.0,H,H
292,2013-06-04,La Coruna,59300000.0,Zaragoza,50050000.0,1.95,3.5,3.75,1.95,3.5,3.75,1.85,3.45,4.0,1.95,3.6,4.0,2.0,3.3,3.8,D,H
293,2013-06-04,Real Madrid,593500000.0,Levante,45350000.0,1.14,8.0,15.0,1.12,8.5,18.0,1.15,7.0,15.0,1.15,8.5,19.0,1.14,7.5,17.0,H,H
294,2013-06-04,Sociedad,69000000.0,Malaga,111300000.0,1.67,3.75,5.0,1.67,3.7,5.0,1.75,3.5,4.5,1.7,3.9,5.5,1.7,3.4,5.5,H,H
295,2013-07-04,Celta,36950000.0,Vallecano,41700000.0,2.0,3.5,3.6,2.0,3.5,3.6,1.85,3.6,3.8,2.05,3.6,3.8,2.1,3.3,3.5,A,A
296,2013-07-04,Getafe,70700000.0,Ath Madrid,177500000.0,3.6,3.5,2.0,3.4,3.5,2.05,3.6,3.3,2.0,3.9,3.5,2.05,3.5,3.3,2.1,D,D
297,2013-07-04,Osasuna,46400000.0,Espanol,58900000.0,2.0,3.3,3.8,1.95,3.3,4.0,2.0,3.3,3.6,2.0,3.3,4.2,2.05,3.1,4.0,D,A
298,2013-07-04,Valencia,171200000.0,Valladolid,23850000.0,1.4,4.33,8.5,1.4,4.25,8.75,1.35,4.8,7.6,1.4,4.8,8.0,1.44,4.0,8.0,H,H
299,2013-08-04,Sevilla,134100000.0,Ath Bilbao,117600000.0,1.57,3.8,6.0,1.57,3.75,6.25,1.6,3.9,5.0,1.62,4.2,5.5,1.62,3.6,6.0,H,H
300,2013-12-04,Betis,51400000.0,Sevilla,134100000.0,2.5,3.4,2.7,2.55,3.3,2.7,2.5,3.3,2.65,2.55,3.4,2.9,2.5,3.4,2.75,A,D
301,2013-04-13,Espanol,58900000.0,Valencia,171200000.0,3.1,3.3,2.3,2.9,3.3,2.4,2.65,3.3,2.5,3.2,3.4,2.38,3.1,3.1,2.4,H,D
302,2013-04-13,Levante,45350000.0,La Coruna,59300000.0,2.2,3.3,3.3,2.25,3.25,3.2,2.0,3.4,3.5,2.25,3.5,3.4,2.25,3.2,3.3,A,A
303,2013-04-13,Malaga,111300000.0,Osasuna,46400000.0,2.0,3.4,3.75,1.95,3.3,4.0,2.0,3.3,3.6,2.0,3.6,4.0,2.05,3.2,3.8,D,H
304,2013-04-13,Valladolid,23850000.0,Getafe,70700000.0,2.3,3.2,3.2,2.25,3.1,3.3,2.4,3.3,2.75,2.3,3.3,3.4,2.4,3.1,3.1,A,H
305,2013-04-14,Ath Bilbao,117600000.0,Real Madrid,593500000.0,7.0,4.5,1.44,6.25,4.6,1.45,5.6,3.9,1.55,6.25,4.6,1.5,6.0,4.0,1.53,A,A
306,2013-04-14,Ath Madrid,177500000.0,Granada,77700000.0,1.36,4.75,8.5,1.34,4.75,9.25,1.35,4.8,7.6,1.33,5.2,11.0,1.36,4.5,9.0,H,H
307,2013-04-14,Vallecano,41700000.0,Sociedad,69000000.0,2.5,3.4,2.7,2.5,3.4,2.7,2.6,3.2,2.6,2.5,3.5,2.9,2.6,3.2,2.75,A,A
308,2013-04-14,Zaragoza,50050000.0,Barcelona,621000000.0,7.5,4.75,1.4,7.0,4.4,1.44,7.0,4.0,1.45,7.5,4.8,1.45,7.0,4.33,1.44,A,A
309,2013-04-15,Mallorca,59850000.0,Celta,36950000.0,2.05,3.4,3.5,1.95,3.4,3.9,2.0,3.3,3.6,2.05,3.5,3.8,2.1,3.3,3.5,D,H
310,2013-04-19,Mallorca,59850000.0,Vallecano,41700000.0,2.2,3.5,3.1,2.25,3.25,3.2,2.1,3.3,3.3,2.25,3.5,3.3,2.25,3.4,3.1,D,D
311,2013-04-20,Barcelona,621000000.0,Levante,45350000.0,1.2,6.5,13.0,1.19,6.25,15.0,1.25,5.5,10.3,1.2,7.5,15.0,1.22,6.0,13.0,D,H
312,2013-04-20,Granada,77700000.0,Valladolid,23850000.0,2.1,3.25,3.6,2.1,3.25,3.6,2.1,3.3,3.3,2.2,3.3,3.6,2.2,3.3,3.3,D,D
313,2013-04-20,Real Madrid,593500000.0,Betis,51400000.0,1.25,6.0,10.0,1.25,6.25,9.5,1.3,5.0,9.0,1.3,6.25,10.0,1.3,5.0,11.0,H,H
314,2013-04-20,Valencia,171200000.0,Malaga,111300000.0,1.57,3.8,6.0,1.65,3.8,5.0,1.7,3.6,4.7,1.67,4.0,5.5,1.67,3.4,6.0,H,H
315,2013-04-21,Getafe,70700000.0,Espanol,58900000.0,2.2,3.2,3.4,2.25,3.25,3.2,2.1,3.3,3.3,2.3,3.3,3.4,2.3,3.1,3.3,A,A
316,2013-04-21,La Coruna,59300000.0,Ath Bilbao,117600000.0,2.1,3.4,3.4,2.1,3.3,3.5,2.1,3.3,3.3,2.15,3.7,3.4,2.15,3.3,3.4,D,D
317,2013-04-21,Osasuna,46400000.0,Sociedad,69000000.0,2.88,3.3,2.4,3.0,3.2,2.4,2.75,3.3,2.4,3.12,3.3,2.4,3.1,3.1,2.4,D,D
318,2013-04-21,Sevilla,134100000.0,Ath Madrid,177500000.0,2.4,3.3,2.88,2.45,3.3,2.8,2.3,3.3,2.9,2.45,3.4,3.0,2.5,3.2,2.8,D,A
319,2013-04-22,Celta,36950000.0,Zaragoza,50050000.0,2.0,3.3,3.8,1.95,3.4,3.9,2.0,3.3,3.6,2.0,3.5,4.0,2.0,3.3,3.8,D,H
320,2013-04-26,Vallecano,41700000.0,Osasuna,46400000.0,1.75,3.5,4.75,1.8,3.5,4.5,1.85,3.5,3.9,1.8,3.7,4.75,1.8,3.6,4.33,A,D
321,2013-04-27,Ath Bilbao,117600000.0,Barcelona,621000000.0,4.75,4.0,1.67,4.75,3.9,1.67,4.5,4.0,1.65,5.2,4.1,1.67,5.0,3.5,1.73,H,D
322,2013-04-27,Ath Madrid,177500000.0,Real Madrid,593500000.0,2.63,3.5,2.5,2.35,3.5,2.8,2.5,3.3,2.65,2.62,3.6,2.62,2.7,3.1,2.7,D,A
323,2013-04-27,Levante,45350000.0,Celta,36950000.0,2.05,3.3,3.6,2.15,3.4,3.3,2.15,3.3,3.2,2.2,3.4,3.5,2.2,3.3,3.3,A,A
324,2013-04-27,Zaragoza,50050000.0,Mallorca,59850000.0,2.1,3.3,3.5,2.1,3.25,3.6,2.05,3.3,3.5,2.15,3.4,3.5,2.25,3.1,3.4,D,H
325,2013-04-28,Espanol,58900000.0,Granada,77700000.0,1.95,3.5,3.8,1.95,3.5,3.8,1.85,3.45,4.0,2.0,3.5,3.9,2.0,3.3,3.8,A,A
326,2013-04-28,Malaga,111300000.0,Getafe,70700000.0,1.67,3.75,5.0,1.6,3.8,5.75,1.7,3.6,4.7,1.65,4.0,5.75,1.67,3.5,5.5,H,H
327,2013-04-28,Sociedad,69000000.0,Valencia,171200000.0,2.25,3.4,3.1,2.4,3.3,2.9,2.2,3.3,3.1,2.3,3.6,3.12,2.3,3.3,3.1,D,H
328,2013-04-28,Valladolid,23850000.0,Sevilla,134100000.0,3.0,3.4,2.3,3.1,3.25,2.3,2.9,3.3,2.3,3.2,3.4,2.38,3.0,3.2,2.4,H,D
329,2013-04-29,Betis,51400000.0,La Coruna,59300000.0,1.91,3.6,3.8,1.91,3.4,4.0,2.0,3.3,3.6,1.92,3.75,3.75,2.0,3.3,3.8,A,D
330,2013-03-05,Celta,36950000.0,Ath Bilbao,117600000.0,2.4,3.4,2.8,2.4,3.4,2.85,2.2,3.4,3.0,2.4,3.4,3.1,2.3,3.4,3.0,A,D
331,2013-04-05,Granada,77700000.0,Malaga,111300000.0,2.5,3.3,2.8,2.4,3.4,2.85,2.5,3.4,2.6,2.45,3.4,3.0,2.5,3.0,3.0,H,H
332,2013-04-05,La Coruna,59300000.0,Ath Madrid,177500000.0,3.4,3.4,2.1,3.4,3.5,2.05,3.0,3.4,2.2,3.7,3.5,2.1,3.75,3.0,2.15,D,D
333,2013-04-05,Real Madrid,593500000.0,Valladolid,23850000.0,1.18,7.0,13.0,1.12,8.75,16.5,1.22,6.0,10.0,1.17,8.5,18.0,1.17,6.5,21.0,D,H
334,2013-04-05,Valencia,171200000.0,Osasuna,46400000.0,1.4,4.5,7.5,1.4,4.25,8.75,1.4,4.6,6.8,1.44,4.8,8.0,1.44,4.2,7.5,H,H
335,2013-05-05,Barcelona,621000000.0,Betis,51400000.0,1.2,7.0,12.0,1.22,6.75,10.5,1.22,5.7,11.0,1.2,7.0,13.0,1.25,5.5,12.0,A,H
336,2013-05-05,Mallorca,59850000.0,Levante,45350000.0,1.75,3.5,4.75,1.75,3.5,4.75,1.8,3.7,3.9,1.75,3.8,5.0,1.73,3.75,4.5,D,D
337,2013-05-05,Sevilla,134100000.0,Espanol,58900000.0,1.57,3.8,6.0,1.57,3.75,6.25,1.6,3.9,5.0,1.53,4.4,6.5,1.6,3.6,6.0,H,H
338,2013-05-05,Zaragoza,50050000.0,Vallecano,41700000.0,2.0,3.5,3.6,2.0,3.5,3.6,2.0,3.5,3.4,2.1,3.5,3.6,2.15,3.1,3.6,H,H
339,2013-06-05,Getafe,70700000.0,Sociedad,69000000.0,3.4,3.5,2.05,3.6,3.5,2.0,3.5,3.4,2.0,3.7,3.7,2.05,3.75,3.25,2.05,H,H
340,2013-08-05,Celta,36950000.0,Ath Madrid,177500000.0,3.4,3.2,2.2,3.3,3.3,2.15,3.1,3.3,2.2,3.3,3.5,2.25,3.3,3.2,2.25,D,A
341,2013-08-05,Real Madrid,593500000.0,Malaga,111300000.0,1.2,6.5,12.0,1.2,6.25,13.0,1.25,6.0,9.0,1.22,6.5,13.0,1.2,6.0,15.0,H,H
342,2013-10-05,Levante,45350000.0,Zaragoza,50050000.0,2.75,3.3,2.55,2.85,3.1,2.5,2.5,3.3,2.65,2.88,3.25,2.7,2.88,3.2,2.5,D,D
343,2013-11-05,Ath Bilbao,117600000.0,Mallorca,59850000.0,1.8,3.6,4.33,1.8,3.4,4.5,1.75,3.7,4.2,1.83,3.8,4.4,1.83,3.6,4.2,H,H
344,2013-11-05,Espanol,58900000.0,Real Madrid,593500000.0,6.0,4.33,1.5,6.0,4.4,1.48,7.0,4.0,1.45,5.75,4.6,1.55,6.0,4.0,1.53,H,D
345,2013-11-05,Osasuna,46400000.0,Getafe,70700000.0,1.85,3.4,4.33,1.85,3.3,4.4,1.85,3.6,3.8,1.93,3.5,4.5,1.91,3.5,4.0,D,H
346,2013-11-05,Valladolid,23850000.0,La Coruna,59300000.0,2.5,3.3,2.8,2.4,3.25,2.9,2.3,3.3,2.9,2.55,3.4,2.9,2.5,3.2,2.8,D,H
347,2013-12-05,Ath Madrid,177500000.0,Barcelona,621000000.0,4.0,3.5,1.91,3.9,3.5,1.9,3.6,3.6,1.9,3.8,4.0,1.93,3.8,3.5,1.95,D,A
348,2013-12-05,Betis,51400000.0,Celta,36950000.0,1.91,3.5,4.0,1.85,3.5,4.1,1.9,3.6,3.6,1.87,3.8,4.3,1.91,3.6,3.75,D,H
349,2013-12-05,Malaga,111300000.0,Sevilla,134100000.0,2.63,3.3,2.63,2.65,3.2,2.65,2.3,3.3,2.9,2.75,3.6,2.6,2.7,3.1,2.7,D,D
350,2013-12-05,Vallecano,41700000.0,Valencia,171200000.0,3.6,3.3,2.05,3.75,3.3,2.0,3.5,3.4,2.0,3.5,3.6,2.1,3.6,3.3,2.05,A,A
351,2013-05-13,Sociedad,69000000.0,Granada,77700000.0,1.44,4.33,7.0,1.44,4.1,7.5,1.4,4.4,7.3,1.45,4.8,7.5,1.44,4.4,7.0,H,D
352,2013-05-18,Getafe,70700000.0,Valencia,171200000.0,4.5,3.75,1.75,4.4,3.7,1.75,3.7,3.7,1.85,4.8,3.9,1.8,4.33,3.6,1.8,A,A
353,2013-05-18,Granada,77700000.0,Osasuna,46400000.0,2.1,3.2,3.6,2.0,3.2,3.9,2.1,2.8,3.7,2.15,3.2,4.0,2.15,3.0,3.8,H,H
354,2013-05-18,Sevilla,134100000.0,Sociedad,69000000.0,1.91,3.6,3.75,1.85,3.7,3.9,2.0,3.5,3.4,1.87,4.0,4.0,1.91,3.8,3.6,A,A
355,2013-05-19,Barcelona,621000000.0,Valladolid,23850000.0,1.29,5.5,10.0,1.28,5.5,9.25,1.25,6.0,9.0,1.29,6.5,10.5,1.3,5.0,10.0,H,H
356,2013-05-19,La Coruna,59300000.0,Espanol,58900000.0,1.57,4.0,5.5,1.62,3.9,5.0,1.65,3.6,5.1,1.65,4.2,5.4,1.62,3.8,5.5,D,H
357,2013-05-19,Levante,45350000.0,Vallecano,41700000.0,2.5,3.3,2.75,2.45,3.3,2.8,2.3,3.3,2.9,2.6,3.4,2.8,2.62,3.1,2.8,A,A
358,2013-05-19,Zaragoza,50050000.0,Ath Bilbao,117600000.0,1.85,3.5,4.2,1.83,3.6,4.1,1.9,3.5,3.7,1.87,3.8,4.3,1.91,3.5,4.0,H,A
359,2013-05-20,Mallorca,59850000.0,Betis,51400000.0,2.5,3.4,2.7,2.55,3.3,2.65,2.5,3.5,2.5,2.55,3.7,2.7,2.62,3.2,2.7,H,H
360,2013-05-26,Ath Bilbao,117600000.0,Levante,45350000.0,1.45,4.33,7.0,1.45,4.1,7.25,1.5,4.0,6.1,1.44,4.75,7.5,1.44,4.33,7.0,D,A
361,2013-05-26,Ath Madrid,177500000.0,Mallorca,59850000.0,1.62,4.1,5.0,1.6,4.2,4.75,1.6,4.3,4.4,1.57,4.33,5.25,1.67,3.75,5.0,D,D
362,2013-05-26,Betis,51400000.0,Zaragoza,50050000.0,2.0,3.5,3.6,2.0,3.3,3.7,2.15,3.4,3.1,2.05,3.6,3.6,2.05,3.3,3.6,H,H
363,2013-05-26,Espanol,58900000.0,Barcelona,621000000.0,5.5,4.1,1.57,5.75,3.9,1.57,4.8,4.0,1.6,5.4,4.4,1.57,5.5,3.75,1.62,A,A
364,2013-05-26,Getafe,70700000.0,Vallecano,41700000.0,2.1,3.5,3.3,2.1,3.4,3.3,2.2,3.3,3.1,2.15,3.6,3.25,2.15,3.4,3.3,D,A
365,2013-05-26,Malaga,111300000.0,La Coruna,59300000.0,2.38,3.4,2.88,2.35,3.4,2.85,2.5,3.3,2.65,2.38,3.6,2.88,2.4,3.4,2.8,H,H
366,2013-05-26,Osasuna,46400000.0,Sevilla,134100000.0,2.38,3.4,2.88,2.4,3.2,2.95,2.2,3.4,3.0,2.45,3.4,2.88,2.5,3.2,2.8,D,H
367,2013-05-26,Sociedad,69000000.0,Real Madrid,593500000.0,2.5,3.6,2.6,2.5,3.8,2.45,2.5,3.5,2.5,2.55,3.7,2.55,2.5,3.5,2.62,A,D
368,2013-05-26,Valencia,171200000.0,Granada,77700000.0,1.25,6.0,11.0,1.25,5.25,12.5,1.27,5.2,10.0,1.25,6.25,11.0,1.25,5.5,12.0,D,H
369,2013-05-26,Valladolid,23850000.0,Celta,36950000.0,3.0,3.4,2.3,2.85,3.4,2.35,2.8,3.4,2.3,2.88,3.4,2.45,2.8,3.2,2.5,A,A
370,2013-01-06,Barcelona,621000000.0,Malaga,111300000.0,1.25,6.0,10.0,1.25,6.25,9.0,1.22,6.0,10.5,1.25,6.5,11.0,1.29,5.5,10.0,H,H
371,2013-01-06,Celta,36950000.0,Espanol,58900000.0,1.44,4.5,6.5,1.44,4.6,6.25,1.4,4.5,6.0,1.5,4.6,7.0,1.44,4.33,7.0,H,H
372,2013-01-06,Granada,77700000.0,Getafe,70700000.0,1.95,3.6,3.6,2.1,3.4,3.3,2.2,3.2,3.2,2.1,3.5,3.6,2.05,3.4,3.5,H,H
373,2013-01-06,La Coruna,59300000.0,Sociedad,69000000.0,2.6,3.5,2.6,2.55,3.8,2.4,2.2,4.0,2.6,2.6,3.8,2.6,2.6,3.4,2.6,A,A
374,2013-01-06,Levante,45350000.0,Betis,51400000.0,3.2,3.4,2.2,3.3,3.4,2.1,3.6,2.8,2.2,3.25,3.7,2.2,3.2,3.4,2.2,D,D
376,2013-01-06,Real Madrid,593500000.0,Osasuna,46400000.0,1.25,6.0,10.0,1.25,6.25,9.0,1.25,5.5,10.0,1.29,6.25,11.0,1.25,5.5,11.0,H,H
377,2013-01-06,Sevilla,134100000.0,Valencia,171200000.0,3.3,3.5,2.1,3.3,3.6,2.05,3.3,3.6,2.0,3.13,3.7,2.2,3.25,3.4,2.15,H,H
378,2013-01-06,Vallecano,41700000.0,Ath Bilbao,117600000.0,2.05,3.6,3.4,2.1,3.3,3.4,2.0,3.3,3.6,2.1,3.7,3.5,2.1,3.4,3.4,D,D
379,2013-01-06,Zaragoza,50050000.0,Ath Madrid,177500000.0,2.2,3.5,3.1,2.25,3.6,2.9,1.85,3.7,3.5,2.3,3.5,3.2,2.2,3.5,3.1,D,A
0,2013-08-17,Sociedad,116100000.0,Getafe,65100000.0,1.73,3.6,4.75,1.72,3.6,4.75,1.7,3.6,4.7,1.8,3.75,4.8,1.75,3.75,4.5,H,H
1,2013-08-17,Valencia,180650000.0,Malaga,64880000.0,1.53,4.0,6.0,1.57,4.0,5.5,1.55,3.9,5.6,1.57,4.3,6.25,1.55,4.0,6.0,D,H
2,2013-08-17,Valladolid,40880000.0,Ath Bilbao,115100000.0,2.5,3.3,2.8,2.6,3.3,2.65,2.4,3.3,2.75,2.7,3.3,2.75,2.5,3.3,2.8,D,A
3,2013-08-18,Barcelona,620350000.0,Levante,45500000.0,1.08,10.0,26.0,1.08,10.5,23.0,1.1,8.0,20.0,1.09,13.0,31.0,1.08,11.0,23.0,H,H
4,2013-08-18,Osasuna,44300000.0,Granada,70750000.0,2.0,3.3,3.75,2.0,3.3,3.8,2.0,3.3,3.6,2.15,3.3,3.75,2.15,3.25,3.5,A,A
5,2013-08-18,Real Madrid,606600000.0,Betis,69000000.0,1.17,7.0,17.0,1.16,7.75,13.5,1.17,6.5,14.0,1.17,8.5,17.0,1.17,7.5,15.0,D,H
6,2013-08-18,Sevilla,147100000.0,Ath Madrid,262100000.0,2.8,3.3,2.5,2.7,3.4,2.5,2.6,3.2,2.6,2.8,3.3,2.62,2.8,3.3,2.5,D,A
7,2013-08-19,Almeria,33800000.0,Villarreal,62800000.0,2.6,3.2,2.75,2.55,3.25,2.75,2.5,3.3,2.65,2.7,3.25,2.8,2.5,3.2,2.9,H,A
8,2013-08-19,Celta,56000000.0,Espanol,55700000.0,2.2,3.2,3.4,2.15,3.4,3.3,2.2,3.3,3.1,2.25,3.25,3.6,2.15,3.25,3.5,H,D
9,2013-08-19,Vallecano,43850000.0,Elche,53300000.0,2.25,3.25,3.25,2.2,3.3,3.25,2.1,3.3,3.3,2.3,3.4,3.3,2.25,3.3,3.2,H,H
10,2013-08-23,Ath Bilbao,115100000.0,Osasuna,44300000.0,1.62,3.75,5.5,1.62,3.7,5.75,1.7,3.6,4.7,1.67,3.9,5.75,1.67,3.6,5.5,H,H
11,2013-08-23,Getafe,65100000.0,Almeria,33800000.0,1.85,3.5,4.2,1.8,3.4,4.6,1.85,3.45,4.0,1.91,3.6,4.4,1.83,3.5,4.4,A,D
12,2013-08-24,Elche,53300000.0,Sociedad,116100000.0,3.2,3.4,2.2,3.4,3.3,2.15,3.0,3.3,2.25,3.4,3.4,2.25,3.2,3.3,2.25,H,D
13,2013-08-24,Espanol,55700000.0,Valencia,180650000.0,3.0,3.25,2.38,3.1,3.3,2.25,2.9,3.3,2.3,3.1,3.4,2.4,3.2,3.3,2.25,D,H
14,2013-08-24,Villarreal,62800000.0,Valladolid,40880000.0,1.85,3.6,4.0,1.85,3.4,4.33,1.85,3.45,4.0,1.87,3.6,4.5,1.85,3.5,4.33,D,H
15,2013-08-25,Ath Madrid,262100000.0,Vallecano,43850000.0,1.29,5.25,10.0,1.34,4.75,9.25,1.35,4.8,7.6,1.33,5.5,10.0,1.33,5.0,9.0,H,H
16,2013-08-25,Betis,69000000.0,Celta,56000000.0,1.8,3.5,4.5,1.72,3.7,4.75,1.7,3.7,4.5,1.87,3.7,4.5,1.75,3.6,4.75,D,A
17,2013-08-25,Levante,45500000.0,Sevilla,147100000.0,3.5,3.3,2.1,3.5,3.25,2.1,2.85,3.3,2.35,3.5,3.4,2.2,3.4,3.3,2.15,D,D
18,2013-08-25,Malaga,64880000.0,Barcelona,620350000.0,13.0,6.0,1.22,14.0,6.25,1.2,10.3,5.5,1.25,12.0,7.0,1.25,12.0,7.0,1.2,A,A
19,2013-08-26,Granada,70750000.0,Real Madrid,606600000.0,7.5,5.5,1.33,9.25,5.25,1.3,10.0,5.2,1.27,8.0,5.5,1.36,8.0,5.5,1.33,A,A
20,2013-08-30,Almeria,33800000.0,Elche,53300000.0,2.0,3.3,3.8,2.0,3.3,3.8,2.1,3.3,3.3,2.1,3.5,3.75,2.05,3.4,3.6,H,D
21,2013-08-30,Vallecano,43850000.0,Levante,45500000.0,1.73,3.6,4.75,1.8,3.7,4.2,2.0,3.3,3.6,1.83,3.7,4.6,1.83,3.75,4.0,A,A
22,2013-08-31,Celta,56000000.0,Granada,70750000.0,2.2,3.3,3.3,2.2,3.2,3.4,2.1,3.3,3.3,2.2,3.4,3.5,2.25,3.2,3.3,H,D
23,2013-08-31,Osasuna,44300000.0,Villarreal,62800000.0,2.5,3.2,2.88,2.5,3.25,2.8,2.5,3.3,2.65,2.62,3.3,2.9,2.62,3.1,2.8,A,A
24,2013-08-31,Valladolid,40880000.0,Getafe,65100000.0,2.1,3.3,3.5,2.1,3.3,3.5,2.0,3.3,3.6,2.25,3.3,3.5,2.25,3.2,3.3,D,H
25,2013-01-09,Espanol,55700000.0,Betis,69000000.0,2.05,3.4,3.6,2.0,3.5,3.6,1.9,3.45,3.8,2.05,3.6,3.75,2.05,3.4,3.6,D,D
26,2013-01-09,Real Madrid,606600000.0,Ath Bilbao,115100000.0,1.17,7.0,16.0,1.16,7.75,13.5,1.2,6.5,10.3,1.15,8.0,20.0,1.17,7.5,15.0,H,H
